Nr	Name	No_of_Customers	No_of_Items	Time_Windows
2358	2358_BED-Amazon_n118_m294_bt41	118	294	0
2359	2359_BED-Amazon_n155_m247_bt38	155	247	0
2360	2360_BED-Amazon_n191_m267_bt32	191	267	0
2361	2361_BED-Amazon_n83_m215_bt40	83	215	0
2362	2362_BED-Amazon_n194_m253_bt28	194	253	0
2363	2363_BED-Amazon_n156_m225_bt33	156	225	0
2364	2364_BED-Amazon_n162_m248_bt28	162	248	0
2365	2365_BED-Amazon_n155_m243_bt33	155	243	0
2366	2366_BED-Amazon_n95_m218_bt36	95	218	0
2367	2367_BED-Amazon_n162_m228_bt32	162	228	0
2368	2368_BED-Amazon_n164_m260_bt36	164	260	0
2369	2369_BED-Amazon_n153_m253_bt35	153	253	0
2370	2370_BED-Amazon_n152_m259_bt37	152	259	0
2371	2371_BED-Amazon_n201_m284_bt34	201	284	0
2372	2372_BED-Amazon_n102_m199_bt31	102	199	0
2373	2373_BED-Amazon_n115_m221_bt34	115	221	0
2374	2374_BED-Amazon_n190_m291_bt37	190	291	0
2375	2375_BED-Amazon_n129_m235_bt27	129	235	0
2376	2376_BED-Amazon_n163_m275_bt29	163	275	0
2377	2377_BED-Amazon_n153_m224_bt30	153	224	0
2378	2378_BED-Amazon_n149_m252_bt24	149	252	0
2379	2379_BED-Amazon_n124_m197_bt28	124	197	0
2380	2380_BED-Amazon_n173_m283_bt32	173	283	0
2381	2381_BED-Amazon_n183_m251_bt33	183	251	0
2382	2382_BED-Amazon_n149_m274_bt28	149	274	0
2383	2383_BED-Amazon_n128_m217_bt36	128	217	0
2384	2384_BED-Amazon_n120_m232_bt34	120	232	0
2385	2385_BED-Amazon_n92_m293_bt31	92	293	0
2386	2386_BED-Amazon_n171_m265_bt29	171	265	0
2387	2387_BED-Amazon_n90_m187_bt24	90	187	0
2388	2388_BED-Amazon_n103_m237_bt40	103	237	0
2389	2389_BED-Amazon_n81_m230_bt32	81	230	0
2390	2390_BED-Amazon_n198_m269_bt41	198	269	0
2391	2391_BED-Amazon_n182_m273_bt36	182	273	0
2392	2392_BED-Amazon_n164_m276_bt35	164	276	0
2393	2393_BED-Amazon_n128_m215_bt34	128	215	0
2394	2394_BED-Amazon_n144_m218_bt37	144	218	0
2395	2395_BED-Amazon_n146_m244_bt37	146	244	0
2396	2396_BED-Amazon_n191_m269_bt32	191	269	0
2397	2397_BED-Amazon_n175_m265_bt36	175	265	0
2398	2398_BED-Amazon_n160_m241_bt29	160	241	0
2399	2399_BED-Amazon_n76_m181_bt30	76	181	0
2400	2400_BED-Amazon_n118_m189_bt32	118	189	0
2401	2401_BED-Amazon_n114_m227_bt27	114	227	0
2402	2402_BED-Amazon_n183_m290_bt32	183	290	0
2403	2403_BED-Amazon_n113_m228_bt31	113	228	0
2404	2404_BED-Amazon_n172_m280_bt36	172	280	0
2405	2405_BED-Amazon_n172_m234_bt28	172	234	0
2406	2406_BED-Amazon_n164_m242_bt23	164	242	0
2407	2407_BED-Amazon_n132_m218_bt25	132	218	0
2408	2408_BED-Amazon_n164_m261_bt35	164	261	0
2409	2409_BED-Amazon_n160_m223_bt27	160	223	0
2410	2410_BED-Amazon_n155_m267_bt33	155	267	0
2411	2411_BED-Amazon_n99_m228_bt32	99	228	0
2412	2412_BED-Amazon_n179_m259_bt28	179	259	0
2413	2413_BED-Amazon_n118_m255_bt36	118	255	0
2414	2414_BED-Amazon_n107_m169_bt29	107	169	0
2415	2415_BED-Amazon_n159_m255_bt30	159	255	0
2416	2416_BED-Amazon_n162_m254_bt35	162	254	0
2417	2417_BED-Amazon_n195_m294_bt33	195	294	0
2418	2418_BED-Amazon_n110_m157_bt24	110	157	0
2419	2419_BED-Amazon_n116_m219_bt30	116	219	0
2420	2420_BED-Amazon_n140_m204_bt28	140	204	0
2421	2421_BED-Amazon_n103_m243_bt29	103	243	0
2422	2422_BED-Amazon_n119_m196_bt31	119	196	0
2423	2423_BED-Amazon_n140_m226_bt30	140	226	0
2424	2424_BED-Amazon_n114_m232_bt30	114	232	0
2425	2425_BED-Amazon_n183_m257_bt33	183	257	0
2426	2426_BED-Amazon_n177_m256_bt26	177	256	0
2427	2427_BED-Amazon_n88_m222_bt43	88	222	0
2428	2428_BED-Amazon_n128_m271_bt33	128	271	0
2429	2429_BED-Amazon_n179_m264_bt33	179	264	0
2430	2430_BED-Amazon_n162_m264_bt30	162	264	0
2431	2431_BED-Amazon_n127_m204_bt30	127	204	0
2432	2432_BED-Amazon_n97_m177_bt27	97	177	0
2433	2433_BED-Amazon_n177_m259_bt25	177	259	0
2434	2434_BED-Amazon_n140_m195_bt33	140	195	0
2435	2435_BED-Amazon_n109_m241_bt36	109	241	0
2436	2436_BED-Amazon_n193_m262_bt35	193	262	0
2437	2437_BED-Amazon_n132_m222_bt37	132	222	0
2438	2438_BED-Amazon_n74_m172_bt29	74	172	0
2439	2439_BED-Amazon_n133_m217_bt21	133	217	0
2440	2440_BED-Amazon_n93_m226_bt26	93	226	0
2441	2441_BED-Amazon_n139_m235_bt46	139	235	0
2442	2442_BED-Amazon_n89_m271_bt37	89	271	0
2443	2443_BED-Amazon_n119_m275_bt30	119	275	0
2444	2444_BED-Amazon_n167_m246_bt37	167	246	0
2445	2445_BED-Amazon_n123_m226_bt33	123	226	0
2446	2446_BED-Amazon_n114_m244_bt29	114	244	0
2447	2447_BED-Amazon_n163_m259_bt27	163	259	0
2448	2448_BED-Amazon_n168_m288_bt36	168	288	0
2449	2449_BED-Amazon_n88_m222_bt32	88	222	0
2450	2450_BED-Amazon_n88_m211_bt34	88	211	0
2451	2451_BED-Amazon_n134_m230_bt27	134	230	0
2452	2452_BED-Amazon_n181_m265_bt43	181	265	0
2453	2453_BED-Amazon_n134_m280_bt36	134	280	0
2454	2454_BED-Amazon_n73_m212_bt29	73	212	0
2455	2455_BED-Amazon_n103_m213_bt30	103	213	0
2456	2456_BED-Amazon_n122_m172_bt28	122	172	0
2457	2457_BED-Amazon_n170_m272_bt29	170	272	0
2458	2458_BED-Amazon_n112_m198_bt31	112	198	0
2459	2459_BED-Amazon_n183_m269_bt27	183	269	0
2460	2460_BED-Amazon_n76_m197_bt30	76	197	0
2461	2461_BED-Amazon_n162_m239_bt30	162	239	0
2462	2462_BED-Amazon_n154_m241_bt28	154	241	0
2463	2463_BED-Amazon_n160_m229_bt28	160	229	0
2464	2464_BED-Amazon_n116_m239_bt24	116	239	0
2465	2465_BED-Amazon_n180_m271_bt31	180	271	0
2466	2466_BED-Amazon_n185_m269_bt27	185	269	0
2467	2467_BED-Amazon_n130_m244_bt37	130	244	0
2468	2468_BED-Amazon_n151_m218_bt29	151	218	0
2469	2469_BED-Amazon_n116_m224_bt33	116	224	0
2470	2470_BED-Amazon_n132_m182_bt29	132	182	0
2471	2471_BED-Amazon_n174_m273_bt34	174	273	0
2472	2472_BED-Amazon_n153_m292_bt32	153	292	0
2473	2473_BED-Amazon_n108_m253_bt34	108	253	0
2474	2474_BED-Amazon_n136_m213_bt35	136	213	0
2475	2475_BED-Amazon_n164_m260_bt26	164	260	0
2476	2476_BED-Amazon_n87_m210_bt38	87	210	0
2477	2477_BED-Amazon_n209_m264_bt27	209	264	0
2478	2478_BED-Amazon_n109_m214_bt33	109	214	0
2479	2479_BED-Amazon_n190_m271_bt44	190	271	0
2480	2480_BED-Amazon_n116_m249_bt34	116	249	0
2481	2481_BED-Amazon_n163_m231_bt30	163	231	0
2482	2482_BED-Amazon_n140_m226_bt40	140	226	0
2483	2483_BED-Amazon_n146_m230_bt30	146	230	0
2484	2484_BED-Amazon_n142_m198_bt29	142	198	0
2485	2485_BED-Amazon_n124_m260_bt30	124	260	0
2486	2486_BED-Amazon_n129_m219_bt33	129	219	0
2487	2487_BED-Amazon_n112_m173_bt28	112	173	0
2488	2488_BED-Amazon_n150_m240_bt37	150	240	0
2489	2489_BED-Amazon_n160_m245_bt33	160	245	0
2490	2490_BED-Amazon_n144_m262_bt38	144	262	0
2491	2491_BED-Amazon_n138_m257_bt27	138	257	0
2492	2492_BED-Amazon_n115_m213_bt34	115	213	0
2493	2493_BED-Amazon_n86_m200_bt41	86	200	0
2494	2494_BED-Amazon_n135_m238_bt36	135	238	0
2495	2495_BED-Amazon_n193_m274_bt30	193	274	0
2496	2496_BED-Amazon_n157_m232_bt28	157	232	0
2497	2497_BED-Amazon_n118_m294_bt30	118	294	0
2498	2498_BED-Amazon_n145_m242_bt34	145	242	0
2499	2499_BED-Amazon_n151_m216_bt32	151	216	0
2500	2500_BED-Amazon_n181_m277_bt31	181	277	0
2501	2501_BED-Amazon_n104_m203_bt37	104	203	0
2502	2502_BED-Amazon_n151_m221_bt33	151	221	0
2503	2503_BED-Amazon_n173_m272_bt36	173	272	0
2504	2504_BED-Amazon_n101_m215_bt31	101	215	0
2505	2505_BED-Amazon_n169_m254_bt23	169	254	0
2506	2506_BED-Amazon_n152_m238_bt30	152	238	0
2507	2507_BED-Amazon_n154_m212_bt32	154	212	0
2508	2508_BED-Amazon_n129_m257_bt31	129	257	0
2509	2509_BED-Amazon_n106_m221_bt33	106	221	0
2510	2510_BED-Amazon_n131_m200_bt28	131	200	0
2511	2511_BED-Amazon_n96_m208_bt25	96	208	0
2512	2512_BED-Amazon_n164_m241_bt32	164	241	0
2513	2513_BED-Amazon_n118_m194_bt33	118	194	0
2514	2514_BED-Amazon_n167_m214_bt27	167	214	0
2515	2515_BED-Amazon_n135_m236_bt42	135	236	0
2516	2516_BED-Amazon_n190_m287_bt29	190	287	0
2517	2517_BED-Amazon_n124_m162_bt26	124	162	0
2518	2518_BED-Amazon_n91_m263_bt31	91	263	0
2519	2519_BED-Amazon_n142_m226_bt28	142	226	0
2520	2520_BED-Amazon_n157_m233_bt28	157	233	0
2521	2521_BED-Amazon_n182_m276_bt31	182	276	0
2522	2522_BED-Amazon_n185_m264_bt36	185	264	0
2523	2523_BED-Amazon_n133_m208_bt28	133	208	0
2524	2524_BED-Amazon_n115_m192_bt44	115	192	0
2525	2525_BED-Amazon_n188_m260_bt29	188	260	0
2526	2526_BED-Amazon_n133_m238_bt29	133	238	0
2527	2527_BED-Amazon_n164_m234_bt20	164	234	0
2528	2528_BED-Amazon_n134_m199_bt30	134	199	0
2529	2529_BED-Amazon_n175_m264_bt27	175	264	0
2530	2530_BED-Amazon_n109_m221_bt35	109	221	0
2531	2531_BED-Amazon_n136_m231_bt29	136	231	0
2532	2532_BED-Amazon_n139_m188_bt24	139	188	0
2533	2533_BED-Amazon_n138_m204_bt34	138	204	0
2534	2534_BED-Amazon_n83_m222_bt30	83	222	0
2535	2535_BED-Amazon_n194_m262_bt27	194	262	0
2536	2536_BED-Amazon_n160_m228_bt32	160	228	0
2537	2537_BED-Amazon_n126_m201_bt34	126	201	0
2538	2538_BED-Amazon_n143_m230_bt29	143	230	0
2539	2539_BED-Amazon_n135_m243_bt26	135	243	0
2540	2540_BED-Amazon_n109_m217_bt24	109	217	0
2541	2541_BED-Amazon_n160_m229_bt37	160	229	0
2542	2542_BED-Amazon_n132_m278_bt37	132	278	0
2543	2543_BED-Amazon_n164_m243_bt27	164	243	0
2544	2544_BED-Amazon_n117_m254_bt33	117	254	0
2545	2545_BED-Amazon_n145_m234_bt33	145	234	0
2546	2546_BED-Amazon_n102_m237_bt32	102	237	0
2547	2547_BED-Amazon_n112_m180_bt25	112	180	0
2548	2548_BED-Amazon_n204_m299_bt32	204	299	0
2549	2549_BED-Amazon_n123_m206_bt28	123	206	0
2550	2550_BED-Amazon_n158_m251_bt32	158	251	0
2551	2551_BED-Amazon_n150_m251_bt38	150	251	0
2552	2552_BED-Amazon_n162_m257_bt29	162	257	0
2553	2553_BED-Amazon_n163_m250_bt28	163	250	0
2554	2554_BED-Amazon_n164_m260_bt27	164	260	0
2555	2555_BED-Amazon_n137_m199_bt24	137	199	0
2556	2556_BED-Amazon_n154_m260_bt30	154	260	0
2557	2557_BED-Amazon_n101_m166_bt33	101	166	0
2558	2558_BED-Amazon_n176_m287_bt37	176	287	0
2559	2559_BED-Amazon_n149_m266_bt31	149	266	0
2560	2560_BED-Amazon_n118_m252_bt33	118	252	0
2561	2561_BED-Amazon_n148_m211_bt24	148	211	0
2562	2562_BED-Amazon_n168_m259_bt30	168	259	0
2563	2563_BED-Amazon_n200_m282_bt34	200	282	0
2564	2564_BED-Amazon_n103_m227_bt31	103	227	0
2565	2565_BED-Amazon_n152_m253_bt47	152	253	0
2566	2566_BED-Amazon_n115_m263_bt36	115	263	0
2567	2567_BED-Amazon_n171_m290_bt36	171	290	0
2568	2568_BED-Amazon_n174_m258_bt34	174	258	0
2569	2569_BED-Amazon_n124_m238_bt29	124	238	0
2570	2570_BED-Amazon_n157_m248_bt29	157	248	0
2571	2571_BED-Amazon_n82_m179_bt32	82	179	0
2572	2572_BED-Amazon_n134_m229_bt23	134	229	0
2573	2573_BED-Amazon_n161_m258_bt33	161	258	0
2574	2574_BED-Amazon_n105_m156_bt26	105	156	0
2575	2575_BED-Amazon_n177_m253_bt36	177	253	0
2576	2576_BED-Amazon_n163_m216_bt25	163	216	0
2577	2577_BED-Amazon_n172_m230_bt29	172	230	0
2578	2578_BED-Amazon_n125_m242_bt29	125	242	0
2579	2579_BED-Amazon_n174_m290_bt29	174	290	0
2580	2580_BED-Amazon_n172_m263_bt22	172	263	0
2581	2581_BED-Amazon_n101_m198_bt32	101	198	0
2582	2582_BED-Amazon_n140_m232_bt29	140	232	0
2583	2583_BED-Amazon_n167_m262_bt30	167	262	0
2584	2584_BED-Amazon_n186_m280_bt38	186	280	0
2585	2585_BED-Amazon_n159_m231_bt31	159	231	0
2586	2586_BED-Amazon_n175_m249_bt30	175	249	0
2587	2587_BED-Amazon_n181_m293_bt31	181	293	0
2588	2588_BED-Amazon_n144_m206_bt31	144	206	0
2589	2589_BED-Amazon_n159_m269_bt38	159	269	0
2590	2590_BED-Amazon_n124_m201_bt22	124	201	0
2591	2591_BED-Amazon_n132_m245_bt37	132	245	0
2592	2592_BED-Amazon_n148_m237_bt35	148	237	0
2593	2593_BED-Amazon_n134_m232_bt25	134	232	0
2594	2594_BED-Amazon_n89_m213_bt31	89	213	0
2595	2595_BED-Amazon_n120_m267_bt36	120	267	0
2596	2596_BED-Amazon_n107_m252_bt27	107	252	0
2597	2597_BED-Amazon_n53_m207_bt39	53	207	0
2598	2598_BED-Amazon_n157_m247_bt31	157	247	0
2599	2599_BED-Amazon_n155_m249_bt26	155	249	0
2600	2600_BED-Amazon_n173_m269_bt35	173	269	0
2601	2601_BED-Amazon_n188_m270_bt29	188	270	0
2602	2602_BED-Amazon_n183_m277_bt26	183	277	0
2603	2603_BED-Amazon_n207_m276_bt37	207	276	0
2604	2604_BED-Amazon_n195_m278_bt36	195	278	0
2605	2605_BED-Amazon_n88_m195_bt30	88	195	0
2606	2606_BED-Amazon_n145_m228_bt33	145	228	0
2607	2607_BED-Amazon_n169_m226_bt31	169	226	0
2608	2608_BED-Amazon_n168_m278_bt28	168	278	0
2609	2609_BED-Amazon_n111_m236_bt32	111	236	0
2610	2610_BED-Amazon_n109_m173_bt30	109	173	0
2611	2611_BED-Amazon_n92_m200_bt35	92	200	0
2612	2612_BED-Amazon_n196_m277_bt31	196	277	0
2613	2613_BED-Amazon_n151_m238_bt32	151	238	0
2614	2614_BED-Amazon_n168_m251_bt23	168	251	0
2615	2615_BED-Amazon_n85_m212_bt31	85	212	0
2616	2616_BED-Amazon_n140_m222_bt34	140	222	0
2617	2617_BED-Amazon_n147_m213_bt33	147	213	0
2618	2618_BED-Amazon_n96_m187_bt35	96	187	0
2619	2619_BED-Amazon_n90_m188_bt34	90	188	0
2620	2620_BED-Amazon_n198_m241_bt26	198	241	0
2621	2621_BED-Amazon_n160_m220_bt34	160	220	0
2622	2622_BED-Amazon_n77_m261_bt31	77	261	0
2623	2623_BED-Amazon_n98_m206_bt34	98	206	0
2624	2624_BED-Amazon_n129_m251_bt29	129	251	0
2625	2625_BED-Amazon_n161_m247_bt22	161	247	0
2626	2626_BED-Amazon_n132_m242_bt31	132	242	0
2627	2627_BED-Amazon_n161_m236_bt35	161	236	0
2628	2628_BED-Amazon_n126_m177_bt22	126	177	0
2629	2629_BED-Amazon_n154_m272_bt27	154	272	0
2630	2630_BED-Amazon_n153_m257_bt26	153	257	0
2631	2631_BED-Amazon_n154_m240_bt31	154	240	0
2632	2632_BED-Amazon_n89_m242_bt36	89	242	0
2633	2633_BED-Amazon_n92_m228_bt35	92	228	0
2634	2634_BED-Amazon_n51_m167_bt29	51	167	0
2635	2635_BED-Amazon_n130_m277_bt40	130	277	0
2636	2636_BED-Amazon_n129_m194_bt33	129	194	0
2637	2637_BED-Amazon_n150_m275_bt28	150	275	0
2638	2638_BED-Amazon_n179_m257_bt32	179	257	0
2639	2639_BED-Amazon_n114_m210_bt25	114	210	0
2640	2640_BED-Amazon_n112_m198_bt35	112	198	0
2641	2641_BED-Amazon_n185_m278_bt27	185	278	0
2642	2642_BED-Amazon_n109_m283_bt34	109	283	0
2643	2643_BED-Amazon_n180_m255_bt30	180	255	0
2644	2644_BED-Amazon_n73_m219_bt30	73	219	0
2645	2645_BED-Amazon_n114_m224_bt31	114	224	0
2646	2646_BED-Amazon_n129_m246_bt30	129	246	0
2647	2647_BED-Amazon_n165_m250_bt26	165	250	0
2648	2648_BED-Amazon_n183_m265_bt33	183	265	0
2649	2649_BED-Amazon_n140_m224_bt29	140	224	0
2650	2650_BED-Amazon_n116_m231_bt34	116	231	0
2651	2651_BED-Amazon_n99_m231_bt26	99	231	0
2652	2652_BED-Amazon_n119_m200_bt31	119	200	0
2653	2653_BED-Amazon_n128_m203_bt28	128	203	0
2654	2654_BED-Amazon_n185_m287_bt32	185	287	0
2655	2655_BED-Amazon_n135_m177_bt29	135	177	0
2656	2656_BED-Amazon_n171_m258_bt29	171	258	0
2657	2657_BED-Amazon_n132_m240_bt40	132	240	0
2658	2658_BED-Amazon_n58_m236_bt31	58	236	0
2659	2659_BED-Amazon_n142_m238_bt31	142	238	0
2660	2660_BED-Amazon_n152_m229_bt26	152	229	0
2661	2661_BED-Amazon_n102_m172_bt21	102	172	0
2662	2662_BED-Amazon_n106_m239_bt36	106	239	0
2663	2663_BED-Amazon_n182_m252_bt38	182	252	0
2664	2664_BED-Amazon_n144_m246_bt30	144	246	0
2665	2665_BED-Amazon_n198_m265_bt35	198	265	0
2666	2666_BED-Amazon_n110_m166_bt22	110	166	0
2667	2667_BED-Amazon_n173_m221_bt31	173	221	0
2668	2668_BED-Amazon_n181_m272_bt37	181	272	0
2669	2669_BED-Amazon_n155_m299_bt34	155	299	0
2670	2670_BED-Amazon_n108_m202_bt31	108	202	0
2671	2671_BED-Amazon_n129_m240_bt43	129	240	0
2672	2672_BED-Amazon_n129_m251_bt33	129	251	0
2673	2673_BED-Amazon_n116_m244_bt28	116	244	0
2674	2674_BED-Amazon_n138_m280_bt26	138	280	0
2675	2675_BED-Amazon_n121_m222_bt34	121	222	0
2676	2676_BED-Amazon_n121_m267_bt30	121	267	0
2677	2677_BED-Amazon_n195_m263_bt35	195	263	0
2678	2678_BED-Amazon_n151_m281_bt39	151	281	0
2679	2679_BED-Amazon_n137_m226_bt31	137	226	0
2680	2680_BED-Amazon_n125_m222_bt26	125	222	0
2681	2681_BED-Amazon_n109_m240_bt39	109	240	0
2682	2682_BED-Amazon_n111_m168_bt34	111	168	0
2683	2683_BED-Amazon_n126_m245_bt34	126	245	0
2684	2684_BED-Amazon_n125_m182_bt24	125	182	0
2685	2685_BED-Amazon_n183_m272_bt30	183	272	0
2686	2686_BED-Amazon_n135_m207_bt23	135	207	0
2687	2687_BED-Amazon_n153_m268_bt39	153	268	0
2688	2688_BED-Amazon_n154_m290_bt42	154	290	0
2689	2689_BED-Amazon_n134_m208_bt29	134	208	0
2690	2690_BED-Amazon_n146_m202_bt26	146	202	0
2691	2691_BED-Amazon_n103_m241_bt32	103	241	0
2692	2692_BED-Amazon_n160_m242_bt28	160	242	0
2693	2693_BED-Amazon_n140_m232_bt29	140	232	0
2694	2694_BED-Amazon_n196_m272_bt26	196	272	0
2695	2695_BED-Amazon_n86_m241_bt33	86	241	0
2696	2696_BED-Amazon_n139_m208_bt38	139	208	0
2697	2697_BED-Amazon_n197_m296_bt36	197	296	0
2698	2698_BED-Amazon_n136_m283_bt32	136	283	0
2699	2699_BED-Amazon_n137_m197_bt39	137	197	0
2700	2700_BED-Amazon_n186_m253_bt29	186	253	0
2701	2701_BED-Amazon_n143_m233_bt28	143	233	0
2702	2702_BED-Amazon_n115_m231_bt39	115	231	0
2703	2703_BED-Amazon_n137_m232_bt35	137	232	0
2704	2704_BED-Amazon_n128_m209_bt27	128	209	0
2705	2705_BED-Amazon_n141_m201_bt26	141	201	0
2706	2706_BED-Amazon_n94_m191_bt24	94	191	0
2707	2707_BED-Amazon_n128_m244_bt29	128	244	0
2708	2708_BED-Amazon_n161_m235_bt30	161	235	0
2709	2709_BED-Amazon_n141_m225_bt33	141	225	0
2710	2710_BED-Amazon_n50_m173_bt33	50	173	0
2711	2711_BED-Amazon_n175_m227_bt29	175	227	0
2712	2712_BED-Amazon_n131_m283_bt32	131	283	0
2713	2713_BED-Amazon_n170_m261_bt33	170	261	0
2714	2714_BED-Amazon_n147_m207_bt32	147	207	0
2715	2715_BED-Amazon_n113_m153_bt30	113	153	0
2716	2716_BED-Amazon_n161_m262_bt29	161	262	0
2717	2717_BED-Amazon_n132_m212_bt24	132	212	0
2718	2718_BED-Amazon_n118_m262_bt36	118	262	0
2719	2719_BED-Amazon_n92_m222_bt35	92	222	0
2720	2720_BED-Amazon_n100_m201_bt35	100	201	0
2721	2721_BED-Amazon_n115_m158_bt29	115	158	0
2722	2722_BED-Amazon_n109_m168_bt28	109	168	0
2723	2723_BED-Amazon_n109_m231_bt29	109	231	0
2724	2724_BED-Amazon_n119_m248_bt36	119	248	0
2725	2725_BED-Amazon_n197_m273_bt27	197	273	0
2726	2726_BED-Amazon_n161_m202_bt27	161	202	0
2727	2727_BED-Amazon_n125_m256_bt27	125	256	0
2728	2728_BED-Amazon_n141_m272_bt38	141	272	0
2729	2729_BED-Amazon_n176_m265_bt37	176	265	0
2730	2730_BED-Amazon_n112_m176_bt30	112	176	0
2731	2731_BED-Amazon_n143_m239_bt25	143	239	0
2732	2732_BED-Amazon_n113_m223_bt27	113	223	0
2733	2733_BED-Amazon_n188_m273_bt30	188	273	0
2734	2734_BED-Amazon_n170_m286_bt35	170	286	0
2735	2735_BED-Amazon_n163_m222_bt33	163	222	0
2736	2736_BED-Amazon_n132_m204_bt37	132	204	0
2737	2737_BED-Amazon_n152_m212_bt26	152	212	0
2738	2738_BED-Amazon_n191_m271_bt32	191	271	0
2739	2739_BED-Amazon_n95_m202_bt28	95	202	0
2740	2740_BED-Amazon_n105_m281_bt27	105	281	0
2741	2741_BED-Amazon_n123_m249_bt29	123	249	0
2742	2742_BED-Amazon_n184_m295_bt34	184	295	0
2743	2743_BED-Amazon_n76_m170_bt25	76	170	0
2744	2744_BED-Amazon_n116_m251_bt33	116	251	0
2745	2745_BED-Amazon_n122_m174_bt29	122	174	0
2746	2746_BED-Amazon_n130_m176_bt27	130	176	0
2747	2747_BED-Amazon_n217_m274_bt29	217	274	0
2748	2748_BED-Amazon_n187_m294_bt32	187	294	0
2749	2749_BED-Amazon_n130_m184_bt28	130	184	0
2750	2750_BED-Amazon_n107_m202_bt29	107	202	0
2751	2751_BED-Amazon_n142_m233_bt25	142	233	0
2752	2752_BED-Amazon_n69_m180_bt32	69	180	0
2753	2753_BED-Amazon_n168_m231_bt39	168	231	0
2754	2754_BED-Amazon_n196_m281_bt38	196	281	0
2755	2755_BED-Amazon_n180_m265_bt30	180	265	0
2756	2756_BED-Amazon_n109_m151_bt21	109	151	0
2757	2757_BED-Amazon_n127_m173_bt39	127	173	0
2758	2758_BED-Amazon_n153_m257_bt27	153	257	0
2759	2759_BED-Amazon_n187_m250_bt28	187	250	0
2760	2760_BED-Amazon_n159_m239_bt37	159	239	0
2761	2761_BED-Amazon_n117_m196_bt28	117	196	0
2762	2762_BED-Amazon_n112_m256_bt27	112	256	0
2763	2763_BED-Amazon_n173_m245_bt26	173	245	0
2764	2764_BED-Amazon_n104_m216_bt32	104	216	0
2765	2765_BED-Amazon_n121_m167_bt31	121	167	0
2766	2766_BED-Amazon_n170_m233_bt28	170	233	0
2767	2767_BED-Amazon_n86_m222_bt29	86	222	0
2768	2768_BED-Amazon_n150_m246_bt33	150	246	0
2769	2769_BED-Amazon_n177_m283_bt22	177	283	0
2770	2770_BED-Amazon_n92_m257_bt35	92	257	0
2771	2771_BED-Amazon_n129_m221_bt35	129	221	0
2772	2772_BED-Amazon_n77_m219_bt37	77	219	0
2773	2773_BED-Amazon_n193_m291_bt27	193	291	0
2774	2774_BED-Amazon_n183_m271_bt33	183	271	0
2775	2775_BED-Amazon_n96_m227_bt25	96	227	0
2776	2776_BED-Amazon_n162_m289_bt32	162	289	0
2777	2777_BED-Amazon_n129_m222_bt29	129	222	0
2778	2778_BED-Amazon_n122_m197_bt30	122	197	0
2779	2779_BED-Amazon_n103_m294_bt35	103	294	0
2780	2780_BED-Amazon_n175_m285_bt22	175	285	0
2781	2781_BED-Amazon_n125_m214_bt28	125	214	0
2782	2782_BED-Amazon_n171_m286_bt35	171	286	0
2783	2783_BED-Amazon_n179_m288_bt35	179	288	0
2784	2784_BED-Amazon_n191_m298_bt46	191	298	0
2785	2785_BED-Amazon_n131_m205_bt25	131	205	0
2786	2786_BED-Amazon_n162_m222_bt31	162	222	0
2787	2787_BED-Amazon_n146_m286_bt37	146	286	0
2788	2788_BED-Amazon_n98_m169_bt41	98	169	0
2789	2789_BED-Amazon_n181_m255_bt37	181	255	0
2790	2790_BED-Amazon_n99_m167_bt29	99	167	0
2791	2791_BED-Amazon_n190_m271_bt40	190	271	0
2792	2792_BED-Amazon_n149_m196_bt29	149	196	0
2793	2793_BED-Amazon_n132_m263_bt29	132	263	0
2794	2794_BED-Amazon_n119_m252_bt31	119	252	0
2795	2795_BED-Amazon_n138_m189_bt30	138	189	0
2796	2796_BED-Amazon_n144_m236_bt28	144	236	0
2797	2797_BED-Amazon_n80_m289_bt27	80	289	0
2798	2798_BED-Amazon_n149_m221_bt24	149	221	0
2799	2799_BED-Amazon_n116_m241_bt31	116	241	0
2800	2800_BED-Amazon_n152_m206_bt19	152	206	0
2801	2801_BED-Amazon_n127_m209_bt31	127	209	0
2802	2802_BED-Amazon_n130_m281_bt29	130	281	0
2803	2803_BED-Amazon_n167_m227_bt27	167	227	0
2804	2804_BED-Amazon_n154_m220_bt29	154	220	0
2805	2805_BED-Amazon_n162_m237_bt32	162	237	0
2806	2806_BED-Amazon_n135_m239_bt26	135	239	0
2807	2807_BED-Amazon_n64_m179_bt28	64	179	0
2808	2808_BED-Amazon_n124_m226_bt27	124	226	0
2809	2809_BED-Amazon_n158_m204_bt25	158	204	0
2810	2810_BED-Amazon_n98_m210_bt30	98	210	0
2811	2811_BED-Amazon_n162_m286_bt36	162	286	0
2812	2812_BED-Amazon_n148_m199_bt28	148	199	0
2813	2813_BED-Amazon_n113_m261_bt31	113	261	0
2814	2814_BED-Amazon_n176_m265_bt44	176	265	0
2815	2815_BED-Amazon_n190_m286_bt37	190	286	0
2816	2816_BED-Amazon_n170_m243_bt33	170	243	0
2817	2817_BED-Amazon_n151_m220_bt28	151	220	0
2818	2818_BED-Amazon_n179_m252_bt32	179	252	0
2819	2819_BED-Amazon_n119_m200_bt29	119	200	0
2820	2820_BED-Amazon_n162_m232_bt44	162	232	0
2821	2821_BED-Amazon_n150_m225_bt38	150	225	0
2822	2822_BED-Amazon_n77_m185_bt24	77	185	0
